id;nome;email;telefone;cpf;data_hora;valor;observacao
3076;Gabriel Castro;5iii.3c1tu@loja.com.br;(97) 921859732;990.117.583-49;06/03/2021 15:30:45;R$ 145.441,06;csv|csv|revisar
3077;Fernanda Costa;g2rgnvnm2ik@outlook.com;(92) 99168-8678;982.403.957-16;21/06/2025 16:36:06;R$ 154.818,19;protocolo|falhou|obs|revisar|tmp|reenviado
3078;Thiago Silva;am.jj@ufpa.br;(95) 991426449;126.554.572-63;10/06/2023 21:35:36;R$ 57.424,95;LIMPAR|csv|pendente|***|???|json|manual
3079;William Barbosa;qsnphsufpa.br;(94) 55461-4690;758.711.287-78;31/10/2025 15:53:42;R$ 104.990,58;revisar|ok|erro|obs|anexo|json|csv
3080;Marcos Rafael Costa;8kd9o@ufpa.br;98 16878-5151;037.862.020-80;19/06/2024 10:22:13;R$ 87.749,30;normalizar|tmp|###|reenviado|csv
3081;Larissa Monteiro;t5nvra@bol.com.br;(98) 95549-4916;822.255.349-92;29/03/2024 06:12:03;R$ 125.407,65;normalizar|???|tmp|reenviado|manual
3082;Zuleica Rafael Santos;3z7o89cjf_p@empresa.com.br;92 988381441;417.647.189-54;17/12/2024 13:53:26;R$ 49.734,17;csv|ok|revisar
3083;Juliana Kleber Silva;r.qn319p.0@gmail.com;(98) 915531073;649.515.036-21;06/12/2021 10:08:12;R$ 188.415,86;normalizar|csv|id|reenviado|LIMPAR|falhou|###|obs
3084;Sabrina Silva;6qyyawc8bc7y@ufpa.br;(93) 962359144;243.802.601-31;22/04/2021 10:38:14;R$ 213.156,97;ok|csv|normalizar|???|revisar|auto
3085;Sabrina Santos;xl6_gmztu@ufpa.br;(92) 55847-4517;290.303.434-51;31/10/2023 06:59:06;R$ 233.398,57;reenviado|###|###|LIMPAR|pendente|falhou
3086;Gabriel Almeida;pg29dj@loja.com.br;(93)94050-6836;535.164.283-46;08/05/2022 13:50:36;R$ 129.516,16;anexo|???|obs|csv|tmp|reenviado|atenção|atenção
3087;Natália Marcos Santos;djayawjlqrzy@ufpa.br;98 972173285;822.170.72-47;15/03/2022 10:27:58;R$ 176.685,96;obs|erro|anexo
3088;Patrícia Souza;mx3j013grpql@gov.br;95 914025526;71527328867;04/04/2025 20:45:59;R$ 91.667,68;tmp|ok|LIMPAR|anexo|csv|normalizar|erro
3089;William Monteiro;7i0s63qyq5s@loja.com.br;98 966596789;319.987.871-49;16/04/2025 23:08:42;R$ 21.621,43;anexo|***|revisar|json|protocolo
3090;Thiago Eduardo Mendes;rcddg@.com.br;(92) 93029-7514;486.681.486-88;02/06/2023 01:49:04;R$ 109.293,26;id|falhou|ticket|duplicado|LIMPAR|atenção|auto|falhou
3091;Ana Costa;98 948331358;943.496.645-08;07/04/2022 17:06:54;R$ 71.881,11;atenção|anexo|???|tmp|obs|***|URGENTE|normalizar
3092;1s3l5aqo@hotmail.com;(94) 913305754;934.748.940-71;11/11/2022 00:36:53;R$ 220.636,78;json|anexo|obs
3093;Patrícia Tavares;4z957nbz.db@ufpa.br;(92) 914306297;167.349.812-86;18/05/2021 04:56:44;R$ 215.924,32;LIMPAR|anexo|###|LIMPAR|normalizar|obs|falhou|pendente
3094;Kleber Tavares;4ruam6g@gmail.com;(96) 58410-7018;701.184.107-31;20/04/2023 22:00:12;R$ 155.477,79;ok|atenção|reenviado|URGENTE|normalizar|protocolo|tmp
3095;Vinícius Eduardo Araújo;hko2tw@.com.br;91 23735-1687;024.863.386-23;29/03/2021 03:16:41;R$ 223.816,90;revisar|ticket|falhou|ok|reenviado|id|???
3096;Natália Kleber Tavares;wylr@hotmail.com;92 998211326;057.730.401-99;18/11/2024 20:21:07;R$ 167.959,06;***|???|falhou|id|revisar|###|auto
3097;Larissa Oliveira;8kzr4jdc7ang@outlook.com;(98)95296-3164;12/01/2024 03:45:34;R$ 192.747,83;manual|auto|pendente|ok|atenção|ok|URGENTE|atenção
3098;Gabriel Rafael Pereira;dvmap2sr7c5@empresa.com.br;(94) 936341569;564.576.993-9;23/04/2024 02:19:49;R$ 233.071,41;LIMPAR|erro|###|duplicado
3099;Rafael Zuleica Silva;i3bmx_.oka@gov.br;(97) 95888-7377;402.264.713-36;01/10/2023 06:26:31;R$ 20.723,68;reenviado|LIMPAR|erro|***|falhou|manual
3100;Helena Costa;55me9p@gov.br;(92)92510-9820;890.964.017-64;07/07/2022 23:12:26;R$ 158.766,48;id|ticket|duplicado|pendente|id|URGENTE|pendente
3101;Natália Zuleica Nogueira;29e2q1fems@gov.br;(96) 98495-3635;707.957.217-68;20/10/2022 20:17:04;R$ 196.463,25;anexo|tmp|erro|auto|normalizar|normalizar
3102;Otávio Otávio Mendes;zjai8@gov.br;92 956172772;285.082.004-40;25/04/2024 18:40:58;R$ 226.370,66;json|auto|reenviado|ticket|reenviado|erro|ok
3103;Gabriel Monteiro;xjfv0nz@empresa.com.br;(93)94651-8040;688.325.266-73;22/08/2024 14:09:07;R$ 94.626,14;LIMPAR|???|duplicado|pendente|tmp|duplicado|atenção|falhou
3104;William Quésia Tavares;2tw16hsm5@gov.br;(94) 58522-1031;673.860.573-38;18/05/2021 17:19:20;R$ 23.075,62;reenviado|erro|###|URGENTE|id|protocolo|LIMPAR
3105;Marcos Nogueira;8dwy09i7k4w4@loja.com.br;(98)95599-2363;899.077.498-49;16/06/2021 16:29:41;R$ 129.133,97;ok|anexo|***|id|obs
3106;Juliana Souza;b8x06bp@bol.com.br;(95) 987233375;029.360.989-04;09/07/2025 04:56:28;R$ 99.671,19;csv|normalizar|???|###
3107;Juliana Tavares;5gar7@loja.com.br;(97) 941287038;808.860.27-77;26/09/2024 05:10:04;R$ 127.153,16;***|normalizar|ticket|reenviado|ok
3108;Zuleica Mendes;p.k.bvu7m_k@loja.com.br;96 913128079;139.115.718-71;18/07/2024 05:40:14;R$ 140.334,47;###|URGENTE|anexo|###
3109;Otávio Ana Silva;9hvfrvrhtn@gmail.com;(91)99110-1351;398.025.225-52;03/02/2025 14:57:53;R$ 199.471,15;revisar|json|tmp|LIMPAR|protocolo|erro|auto|erro
3110;Eduardo Castro;@loja.com.br;(94)94716-1270;190.939.883-88;26/10/2023 23:39:55;R$ 225.034,60;auto|###|anexo
3111;Igor Lima;szug.fxl@UFPA.BR;(95) 55973-6565;757.489.018-33;22/09/2022 22:48:47;R$ 2.916,44;reenviado|LIMPAR|***|***|tmp|###
3112;Quésia Nogueira;8mc.txfl9@GMAIL.COM;91 977030067;519.792.462-69;17/04/2024 06:20:07;R$ 156.819,43;tmp|protocolo|json|tmp|***
3113;Quésia Araújo;b_elmvkaumf@ufpa.br;(94)95161-5715;466.979.958-60;17/10/2022 18:19:53;R$ 64.822,67;manual|erro|ticket|falhou
3114;Juliana Monteiro;ab00i7x@hotmail.com;(94) 959835321;266.556.042-82;15/11/2021 22:41:42;R$ 53.956,21;auto|falhou|???
3115;Natália Souza;jznw4@@empresa.com.br;(97) 928233258;446.689.464-73;15/09/2023 10:30:05;R$ 219.415,24;tmp|atenção|duplicado|revisar|normalizar|LIMPAR
3116;Fernanda Lima;3_hy1eqps@loja.com.br;97 996369961;784.824.503-46;01/07/2021 15:31:26;R$ 110.265,73;ticket|json|duplicado|pendente|revisar|URGENTE|id|???
3117;Daniela Sabrina Barbosa;@gmail.com;(96) 928621671;290.423.205-06;29/05/2025 08:39:38;R$ 54.678,86;tmp|ticket|reenviado
3118;Natália Mendes;@empresa.com.br;95 968966268;219.962.840-88;R$ 41.586,90;???|manual|pendente|auto|pendente|auto
3119;Juliana Yasmin Oliveira;(95) 98964-1833;807.736.055-49;28/05/2022 21:09:34;R$ 160.786,83;anexo|atenção|auto|ok
3120;larissa castro;zc4fb0dn@empresa.com.br;(92) 97563-9010;791.918.228-41;26/02/2021 18:24:11;R$ 247.520,45;pendente|***|normalizar
3121;William Bruno Cardoso;8lgmyigkq@outlook.com;97 57577-2766;344.557.405-1;06/06/2025 14:32:14;R$ 7.925,05;LIMPAR|obs|json|URGENTE|manual
3122;3yn53f@hotmail.com;95 966472658;259.037.635-68;07/07/2025 06:17:23;R$ 169.192,95;duplicado|manual|reenviado|reenviado|protocolo
3123;Natália Carlos Silva;uzbv9ikc@ufpa.br;(92) 96505-3139;538.186.414-73;22/09/2023 06:21:09;R$ 84.251,00;ticket|pendente|???|URGENTE
3124;Marcos Monteiro;p3hak@hotmail.com;(95) 95508-3043;830.612.967-76;03/02/2025 04:59:22;R$ 131.862,35;obs|obs|auto
3125;Patrícia Souza;kd360pv1s@.com.br;(95) 917144379;844.336.272-18;08/11/2025 10:27:55;LIMPAR|atenção|id|***|erro|anexo|ok
3126;Sabrina Rafael Cardoso;h9n2prp@UFPA.BR;91 932072268;755.920.529-66;R$ 15.048,07;duplicado|tmp|csv|erro|manual|manual|URGENTE
3127;otávio castro;1x7ffc@outlook.com;(93) 93307-3398;408.941.364-32;14/09/2021 21:04:31;R$ 187.493,61;revisar|ticket|LIMPAR|revisar|duplicado|obs|reenviado
3128;Larissa Eduardo Pereira;l4qq1a@@gmail.com;(95)97733-3727;035.577.060-18;18/04/2023 03:39:53;R$ 116.971,79;auto|json|###|???|normalizar
3129;Igor Silva;9_xx2ug7@bol.com.br;(97)95320-2968;180.150.486-80;24/10/2022 07:55:09;R$ 6.370,78;erro|ticket|ticket|ok|###|auto|ticket
3130;Zuleica Eduardo Lima;6lcpobxnlyf@ufpa.br;(93) 991122959;098.054.808-14;12/10/2023 06:57:30;R$ 12.448,21;id|falhou|URGENTE|revisar|obs|URGENTE|tmp|reenviado
3131;Helena Bruno Castro;vg8rw8glscyc@gov.br;(96) 98204-5453;883.833.712-61;29/05/2022 03:22:44;R$ 184.357,05;normalizar|erro|reenviado|manual|URGENTE|???|***
3132;Carlos Castro;av41ci2tox@hotmail.com;(99) 58261-5570;643.253.091-88;08/06/2023 11:16:40;R$ 228.757,05;pendente|obs|erro|id|protocolo|***|csv|???
3133;Vinícius Zuleica Almeida;mn4xraeb@ufpa.br;(99) 928424430;117.500.268-62;06/02/2022 04:02:35;R$ 223.346,31;URGENTE|json|json|id|reenviado|ticket
3134;Rafael Castro;95 936347965;368.616.635-24;11/05/2025 14:50:14;R$ 247.401,13;protocolo|pendente|csv|reenviado|atenção|id
3135;Kleber Helena Oliveira;c98si0jv@outlook.com;94 931186284;119.502.086-29;07/06/2021 06:18:21;R$ 214.256,25;LIMPAR|reenviado|###
3136;Larissa Silva;3e9936iy@bol.com.br;(93) 987082204;017.761.974-07;30/12/2023 00:46:25;R$ 94.424,80;###|???|***|???|LIMPAR|ok
3137;Yasmin Cardoso;x9cmomh3z@bol.com.br;(91) 92632-7159;501.562.670-25;07/09/2024 07:58:11;R$ 59.873,99;revisar|###|auto|duplicado
3138;Gabriel Daniela Oliveira;9rppv@loja.com.br;99 999404875;393.370.160-95;07/04/2022 23:05:15;R$ 240.670,02;LIMPAR|anexo|csv|URGENTE|URGENTE|obs
3139;Gabriel Natália Castro;eqa66@gov.br;(96) 958672314;553.937.776-81;21/09/2022 21:43:57;R$ 243.844,40;atenção|URGENTE|falhou|csv|???
3140;Patrícia Almeida;@loja.com.br;(95) 99959-4500;702.338.061-96;20/03/2023 23:13:55;R$ 183.776,20;pendente|manual|anexo|id|anexo|ticket
3141;Yasmin Marcos Silva;rl106iqlrs@bol.com.br;99 952107370;055.813.030-79;02/03/2021 11:20:49;R$ 62.362,54;auto|id|???|anexo
3142;Natália Lima;lu02dqp@bol.com.br;(97) 58976-7327;45264785431;14/08/2022 10:29:48;R$ 157.958,71;revisar|ok|atenção|revisar|LIMPAR|URGENTE
3143;Larissa Santos;t4gfpdogzr@gov.br;(97) 52617-3893;30980059624;31/05/2023 02:34:53;anexo|???|atenção
3144;Juliana Cardoso;cm3ls4s@outlook.com;(96) 54800-7962;665.894.190-89;24/07/2022 04:27:57;R$ 126.973,10;reenviado|manual|falhou|anexo|atenção|LIMPAR|revisar|ticket
3145;Natália Araújo;hsmt121rp8o@loja.com.br;(91) 954771811;652.932.600-20;21/09/2025 20:17:22;R$ 176.654,78;ok|id|auto|ticket
3146;Ursula Santos;hx_5moutlook.com;(91) 922202181;57371009966;16/07/2024 06:11:06;R$ 130.835,63;???|reenviado|anexo
3147;Ana Rafael Silva;7t9kd1wdid8@bol.com.br;(99) 993563744;262.431.24-28;22/02/2023 04:12:38;R$ 21.338,62;URGENTE|obs|pendente|tmp
3148;Thiago Araújo;ohg94w5mbz5@empresa.com.br;(93) 95733-2458;912.289.475-23;04/01/2025 17:32:54;R$ 236.911,16;duplicado|LIMPAR|obs|falhou|ok
3149;Bruno Juliana Monteiro;je.qi@hotmail.com;(92) 98770-4378;196.567.791-69;03/11/2023 21:12:56;R$ 135.473,40;anexo|***|ok
3150;Vinícius Zuleica Costa;pfsxfzk7jk3p@gmail.com;(96) 51709-5333;059.446.543-63;03/06/2025 12:03:09;R$ 217.945,50;json|normalizar|normalizar
3151;Kleber Natália Silva;k7c8jww9nww@outlook.com;(92) 96075-5795;669.924.125-44;13/04/2024 13:49:53;R$ 145.134,96;auto|ok|revisar|ok
3152;Thiago Igor Castro;xfeb.1l@hotmail.com;(93) 93704-3908;918.773.555-02;27/04/2021 14:07:34;R$ 108.001,69;###|pendente|LIMPAR|json|csv|id
3153;Ursula Lima;lrw78.s87@ufpa.br;(96) 52273-8894;337.328.906-2;03/06/2021 04:55:37;R$ 220.432,80;URGENTE|revisar|falhou|revisar|reenviado|ok|falhou
3154;Igor Lima;om_u5n3bol.com.br;(95) 958421124;654.361.307-00;28/04/2024 14:40:44;R$ 153.335,96;***|duplicado|tmp|ticket|erro|id|***|???
3155;Bruno Tavares;@outlook.com;(94)94252-7159;659.241.890-83;21/01/2022 15:13:02;R$ 142.227,49;protocolo|***|reenviado|auto|erro
3156;carlos costa;b8dlotxg@empresa.com.br;(94) 95675-4097;694.112.304-97;29/12/2023 01:34:26;###|URGENTE|protocolo|ok|normalizar|duplicado|***|ticket
3157;Marcos Castro;8t7yqsp0@outlook.com;(95) 56541-8805;479.595.323-84;09/10/2021 09:38:44;R$ 28.815,40;revisar|auto|atenção|???|csv|***
3158;Ana Silva;46mlms67@loja.com.br;(91) 957131196;57491170725;08/03/2021 10:41:12;R$ 3.458,04;pendente|reenviado|ticket|falhou|normalizar|LIMPAR
3159;William Monteiro;ll3836@bol.com.br;99 933963713;116.269.876-63;11/05/2025 13:26:20;R$ 9.833,61;auto|normalizar|###|ok|###|ticket
3160;Carlos Silva;gyjiqkr2c331@gov.br;(93) 974349134;752.835.084-37;29/07/2023 01:19:21;R$ 10.602,42;URGENTE|id|erro|normalizar|###|pendente
3161;Otávio Otávio Souza;zjiilgw7@gmail.com;(93) 98202-1099;957.831.892-95;01/01/2023 00:01:08;R$ 226.538,91;duplicado|json|ok|???
3162;Ana Otávio Silva;1eu9d8@loja.com.br;(94)99414-7576;476.692.934-50;16/09/2023 15:19:19;R$ 208.479,24;obs|***|URGENTE|revisar|duplicado|pendente
3163;Igor Marcos Cardoso;lfo_66@gov.br;(98) 53202-9259;36218266518;06/04/2025 11:18:18;R$ 55.275,34;normalizar|falhou|normalizar|revisar|json|URGENTE
3164;ahx12u@outlook.com;(93) 967923942;075.765.034-80;04/01/2021 03:54:38;R$ 220.971,35;csv|falhou|duplicado|reenviado
3165;Patrícia Barbosa;on9jkrblf3hp@gmail.com;(93) 58051-7174;838.235.742-34;06/11/2024 20:13:05;R$ 219.164,00;URGENTE|erro|atenção|tmp|pendente|tmp
3166;Daniela William Almeida;6a4ok.v@loja.com.br;(95) 944247061;073.727.031-72;04/09/2024 16:47:14;R$ 107.192,66;falhou|reenviado|revisar
3167;Zuleica Pereira;zex1hho8@empresa.com.br;(99) 948308442;820.234.375-32;05/11/2022 07:33:55;R$ 106.272,29;duplicado|json|???|json|URGENTE
3168;Yasmin Mendes;1ib_1l8@ufpa.br;(95) 985941289;055.222.927-83;08/02/2025 04:12:36;R$ 213.137,73;erro|id|ticket|protocolo|reenviado|reenviado|normalizar
3169;Ana Tavares;27i_602oe@loja.com.br;(99) 57442-4963;251.376.273-73;13/06/2024 03:36:03;R$ 126.310,31;manual|???|###|json
3170;Carlos Eduardo Tavares;b84z4l5e@hotmail.com;(95)91658-8938;197.493.854-75;05/06/2024 17:08:54;R$ 51.691,44;id|pendente|id|erro|reenviado|tmp|erro|LIMPAR
3171;Patrícia Costa;o4r1n9.fru@UFPA.BR;91 958667607;671.894.335-18;27/12/2021 23:36:15;R$ 157.706,56;id|obs|LIMPAR|normalizar|anexo|obs|revisar|id
3172;Quésia Pereira;mrnheqa@empresa.com.br;95 931816194;648.529.654-73;21/03/2022 14:29:25;R$ 154.220,35;???|normalizar|tmp|falhou|csv|anexo|normalizar
3173;Zuleica Barbosa;9mbbhnw5l2@UFPA.BR;(95) 95173-7544;153.501.64-30;10/03/2025 18:47:40;R$ 199.258,23;ok|json|***|falhou|duplicado
3174;Juliana Costa;lr051u_y@gmail.com;(98) 99298-8310;726.101.194-94;17/04/2023 16:07:21;R$ 3.700,55;URGENTE|manual|duplicado|csv|manual|***|***|protocolo
3175;Gabriel Nogueira;o3_to_13@hotmail.com;(91) 99310-6976;265.143.596-16;23/07/2025 08:37:15;R$ 33.475,34;URGENTE|csv|URGENTE|ok|protocolo|auto|auto
3176;Igor Souza;tpdh9u1@GMAIL.COM;98 926170837;313.513.686-41;12/01/2025 17:29:13;R$ 132.989,97;tmp|***|LIMPAR|atenção
3177;Fernanda Zuleica Souza;q6.jci@loja.com.br;(92) 99217-9686;710.855.018-81;22/12/2024 17:56:07;R$ 22.793,01;json|URGENTE|reenviado|id|normalizar|###|anexo|LIMPAR
3178;Sabrina Mendes;xje8c34au@GMAIL.COM;(98) 97025-3146;451.408.844-66;01/02/2021 07:24:17;R$ 32.154,37;obs|tmp|ok|ok
3179;William Santos;0wx8u@gov.br;189.195.997-56;26/01/2023 19:13:20;R$ 57.629,53;pendente|manual|anexo|manual|ticket|pendente
3180;Rafael Fernanda Mendes;qusp2ytxhn@hotmail.com;(96) 960256055;322.230.679-55;17/09/2024 00:16:37;R$ 18.438,31;manual|manual|csv|###
3181;Larissa Daniela Lima;y275ihbcjer@ufpa.br;97 910197211;854.686.530-32;29/07/2023 00:29:55;R$ 215.639,42;auto|LIMPAR|json
3182;Bruno Patrícia Mendes;v9cpe1@empresa.com.br;97 999262567;710.515.076-27;16/12/2022 03:02:47;R$ 66.138,95;revisar|csv|id
3183;Yasmin Araújo;u.zi@ufpa.br;(92) 991983486;849.854.698-76;08/03/2021 17:16:54;R$ 165.458,93;protocolo|manual|json|tmp|obs|auto
3184;Marcos Tavares;qto4n@empresa.com.br;(94) 984635565;19342353526;16/01/2023 07:51:14;R$ 220.201,36;atenção|normalizar|reenviado|URGENTE
3185;Daniela Oliveira;v_55g0vxea@gmail.com;(98) 99813-3841;063.117.033-17;09/09/2025 23:01:38;R$ 226.523,18;???|URGENTE|***|erro|???|???|falhou|ticket
3186;Yasmin Igor Castro;6e0ue@hotmail.com;93 921255888;438.361.77-82;09/10/2023 23:09:15;R$ 191.118,20;reenviado|revisar|csv|atenção|auto|***
3187;Larissa Ursula Pereira;sorxa6bn04@ufpa.br;(93) 950015855;879.215.350-69;07/01/2021 02:49:09;R$ 170.708,50;reenviado|json|duplicado|manual|URGENTE
3188;daniela sabrina souza;w7jtdn@loja.com.br;(96) 92167-7793;339.333.170-22;25/02/2021 04:58:55;R$ 63.542,64;csv|LIMPAR|ok|obs
3189;Marcos Araújo;vaceptmt@gmail.com;(95) 950549421;907.247.032-16;03/07/2024 03:15:15;R$ 191.931,84;id|json|ticket|LIMPAR|###|anexo|reenviado
3190;Juliana Oliveira;rtha7@gmail.com;91 76189-4433;066.715.647-90;14/06/2021 21:14:34;R$ 176.019,47;erro|erro|falhou|atenção
3191;Eduardo Rafael Costa;uhjdn9j@gmail.com;(95) 983255478;775.974.300-02;25/04/2022 03:48:11;R$ 36.545,61;atenção|obs|obs|reenviado
3192;Quésia Nogueira;pwcyi@gov.br;94 982629119;289.066.226-93;15/02/2024 10:05:20;R$ 166.201,04;atenção|manual|URGENTE
3193;Daniela Pereira;b5x33hjsp4@bol.com.br;96 943983847;62918280622;09/01/2025 09:10:17;R$ 99.960,63;pendente|URGENTE|json|URGENTE|id|duplicado|revisar|atenção
3194;Marcos Santos;@loja.com.br;(96) 977941785;918.734.826-92;04/11/2023 02:45:21;R$ 143.577,71;reenviado|LIMPAR|auto|obs|obs|ok|URGENTE
3195;Vinícius Oliveira;kl_wvi@bol.com.br;(97) 97863-7046;172.600.401-10;05/02/2025 14:59:23;R$ 3.319,62;auto|pendente|ok
3196;Helena Natália Araújo;vogs6vkjdi8q@outlook.com;(93) 950444626;171.862.651-38;13/08/2023 18:11:11;R$ 117.338,96;???|???|reenviado
3197;Marcos Fernanda Araújo;h2koz@bol.com.br;(92) 93699-2687;549.570.892-07;02/07/2021 06:38:50;R$ 248.870,25;falhou|LIMPAR|???|duplicado|LIMPAR|erro
3198;Eduardo Mendes;a8dvs8fugq1@ufpa.br;92 19473-3040;939.591.909-74;24/01/2022 09:15:30;R$ 231.163,20;revisar|URGENTE|###|id|duplicado|***
3199;Patrícia Araújo;sd_z4jbjmfn@outlook.com;92 927163201;725.891.766-8;19/07/2022 08:21:29;R$ 38.368,82;***|LIMPAR|anexo|erro|normalizar|LIMPAR|falhou
3200;Thiago Juliana Barbosa;px1pb61brxs@bol.com.br;(95) 931523947;818.784.086-14;05/10/2025 19:31:49;R$ 217.123,15;csv|falhou|json|pendente|ticket|auto|erro
3201;Eduardo Pereira;smuz@empresa.com.br;95 15556-7339;744.417.142-73;04/03/2022 22:56:57;R$ 172.532,56;revisar|obs|duplicado|protocolo|falhou|json|protocolo
3202;Otávio Costa;95j7nhyc8y@gov.br;(96)93863-7396;952.947.229-58;24/01/2025 06:23:20;R$ 169.449,30;anexo|LIMPAR|duplicado
3203;bruno silva;4xdykiy3kix@@bol.com.br;(92) 92921-7965;219.911.642-31;22/06/2025 10:29:47;R$ 94.346,70;reenviado|obs|LIMPAR|manual|json|csv|obs
3204;Kleber Castro;tf.fwn5ghw9b@loja.com.br;97 60556-8721;51533455153;14/08/2024 04:01:04;R$ 192.898,47;duplicado|auto|###|duplicado|anexo|obs|atenção|csv
3205;Daniela Araújo;gx24em@ufpa.br;(94) 99018-2824;280.251.555-44;01/05/2022 08:36:07;R$ 246.330,10;URGENTE|ok|duplicado|id|URGENTE|***|***
3206;Carlos Mendes;q1i8g90@empresa.com.br;(95) 52746-7967;949.824.663-79;19/12/2023 04:47:00;R$ 223.969,14;atenção|csv|erro|***
3207;Kleber Cardoso;@gmail.com;(98) 53051-8889;388.853.151-21;05/03/2021 16:08:45;R$ 78.680,37;falhou|csv|***|URGENTE|id|manual|auto
3208;Otávio Eduardo Almeida;3vk0akwgvqhv@bol.com.br;(92) 978072138;47336988444;08/08/2021 21:21:59;R$ 227.909,36;protocolo|falhou|LIMPAR|id|URGENTE
3209;Marcos Patrícia Santos;rjinm@outlook.com;(99) 992543337;158.951.380-02;13/10/2021 23:07:41;R$ 201.501,25;***|id|obs|id
3210;Otávio Larissa Silva;zh67tlwm@bol.com.br;(99) 58202-7653;01892853128;06/01/2022 14:14:00;R$ 91.971,76;auto|ok|tmp
3211;Otávio Quésia Souza;o752r17.m@outlook.com;(95)91073-6742;571.096.825-38;05/12/2024 05:09:30;R$ 204.711,21;reenviado|erro|tmp|ticket|???|protocolo|json|reenviado
3212;ana ana araújo;byylv@loja.com.br;(92) 989327300;768.635.241-77;10/04/2021 20:22:22;R$ 117.722,50;normalizar|???|protocolo|reenviado|atenção|auto
3213;Yasmin Barbosa;sjwlt60xwy@empresa.com.br;(91) 983905065;431.956.870-76;19/05/2024 18:43:13;R$ 46.629,28;normalizar|obs|reenviado|tmp|LIMPAR|???
3214;William Igor Pereira;58unz@gmail.com;(92) 98579-6892;785.831.599-02;31/10/2022 10:40:14;R$ 176.991,54;atenção|pendente|revisar|revisar|atenção
3215;Sabrina Gabriel Oliveira;qk305hop@ufpa.br;(94) 94342-4989;762.904.046-35;05/05/2023 06:56:14;R$ 11.088,95;###|falhou|ticket|tmp|reenviado
3216;Rafael Silva;l0f0za_zdd@outlook.com;(98) 995319798;745.904.117-18;26/11/2023 12:05:55;R$ 189.088,22;manual|###|ok
3217;s4giryz@gmail.com;(96) 94764-4665;639.281.87-68;21/09/2023 06:14:50;R$ 203.312,54;protocolo|tmp|auto|revisar
3218;Kleber Otávio Cardoso;bn5lg_8et8@bol.com.br;(97) 982765417;023.480.841-58;17/04/2024 02:10:49;R$ 29.141,99;anexo|csv|ticket|reenviado
3219;Patrícia Oliveira;eew30d8@gov.br;96 990610275;648.518.866-18;29/05/2024 04:05:31;R$ 223.525,22;protocolo|atenção|###|tmp|erro|id|falhou|URGENTE
3220;Quésia Oliveira;2voyd9eb9jre@empresa.com.br;(92) 924728657;448.162.773-81;01/11/2024 07:21:16;R$ 59.571,61;duplicado|auto|pendente|erro|reenviado
3221;Ana Sabrina Almeida;920ms9_hkwb@gmail.com;97 911278524;05511058553;13/06/2022 11:54:06;R$ 19.573,09;anexo|erro|atenção|###|###|reenviado|anexo|reenviado
3222;kleber araújo;et3w6l@gmail.com;95 975187599;773.326.332-96;10/12/2021 18:38:05;R$ 144.731,08;LIMPAR|anexo|normalizar|auto
3223;Ursula Yasmin Silva;n57cvlzug@@outlook.com;(99) 91920-2034;726.223.224-65;22/11/2024 04:16:27;R$ 94.988,48;ticket|URGENTE|anexo|revisar|ticket|ticket|tmp|anexo
3224;Igor Otávio Cardoso;ifhe1dgh0@bol.com.br;(92) 99850-4020;823.039.550-48;16/09/2021 07:11:18;R$ 6.311,75;ticket|revisar|duplicado|URGENTE|anexo|ok
3225;Juliana Almeida;fjmi2q@ufpa.br;(94) 973927114;78827661084;29/06/2022 05:48:19;R$ 140.664,00;ok|protocolo|***|atenção|duplicado|revisar|***
3226;Helena Santos;n4qc5@gov.br;(97) 96284-3357;032.635.447-35;26/08/2023 19:42:50;R$ 11.900,98;revisar|auto|normalizar|???|revisar|falhou
3227;Ana Larissa Souza;p9qfleb@outlook.com;92 967967248;138.573.18-39;05/07/2025 19:53:36;R$ 44.043,12;ok|atenção|URGENTE|obs|tmp|manual|erro|atenção
3228;nee9v206n1@gov.br;95 947085277;556.454.887-58;07/03/2024 23:20:06;R$ 240.234,03;LIMPAR|manual|erro|falhou
3229;Igor Costa;z6o2tk@empresa.com.br;(91) 54992-8294;614.578.298-42;28/12/2025 09:46:04;R$ 153.469,83;normalizar|csv|id|reenviado
3230;Bruno Gabriel Mendes;2yqdk0qoacl@outlook.com;(91) 98015-4680;734.504.645-28;10/09/2024 20:40:58;R$ 9.207,33;auto|json|erro|obs|***|json
3231;Carlos Santos;05inzuqc@empresa.com.br;97 940395142;60714131552;24/07/2023 19:59:11;R$ 217.400,13;ok|revisar|normalizar|normalizar|revisar|json|atenção|ok
3232;Natália Kleber Barbosa;guowxt2@empresa.com.br;(92) 967431649;594.231.680-95;18/06/2022 05:23:34;R$ 203.100,97;protocolo|???|auto|atenção|json
3233;Carlos Cardoso;t7dag@outlook.com;(98) 922091243;022.688.320-88;12/09/2022 15:44:02;R$ 82.135,22;reenviado|csv|id|***|duplicado|protocolo|atenção|id
3234;Rafael Silva;cqil_xln@gov.br;(93) 976428171;252.922.233-93;26/07/2024 18:02:22;R$ 218.848,76;###|pendente|revisar|atenção
3235;William Pereira;mncey5jo9@outlook.com;(99) 910754937;059.409.024-40;06/06/2022 08:17:53;R$ 167.400,68;LIMPAR|revisar|revisar
3236;Marcos Ursula Nogueira;3bljwxv6m@loja.com.br;99 37181-1315;563.900.330-89;08/02/2024 19:50:04;R$ 103.291,20;reenviado|reenviado|erro|???|atenção|manual
